track_name,artist,album,duration,listeners,playcount,artist_tags
4ÆM,Grimes,,,403127,4855580,"electronic, dream pop, experimental"
Circumambient,Grimes,,,400006,2980566,"electronic, dream pop, experimental"
Eight,Grimes,,,379990,2463805,"electronic, dream pop, experimental"
Symphonia IX (My Wait Is U),Grimes,,,358542,2393929,"electronic, dream pop, experimental"
Visiting Statue,Grimes,,,351603,2182414,"electronic, dream pop, experimental"
Vowels = Space and Time,Grimes,,,351545,2337628,"electronic, dream pop, experimental"
Cherry-Coloured Funk,Cocteau Twins,,,967711,12916520,"dream pop, shoegaze, post-punk"
Heaven or Las Vegas,Cocteau Twins,,,785648,9227670,"dream pop, shoegaze, post-punk"
"Sea, Swallow Me",Cocteau Twins,,,701118,9070180,"dream pop, shoegaze, post-punk"
Pitch the Baby,Cocteau Twins,,,569269,5169039,"dream pop, shoegaze, post-punk"
Lorelei,Cocteau Twins,,,499586,3759513,"dream pop, shoegaze, post-punk"
Iceblink Luck,Cocteau Twins,,,457593,3500948,"dream pop, shoegaze, post-punk"
Fifty-Fifty Clown,Cocteau Twins,,,413471,3133587,"dream pop, shoegaze, post-punk"
Frou-Frou Foxes in Midsummer Fires,Cocteau Twins,,,407498,3434896,"dream pop, shoegaze, post-punk"
Serpentskirt,Cocteau Twins,,,348299,2745140,"dream pop, shoegaze, post-punk"
Wolf in the Breast,Cocteau Twins,,,345314,2222904,"dream pop, shoegaze, post-punk"
Vampire Empire,Big Thief,,,496925,7301916,"seen live, indie rock, indie folk"
Simulation Swarm,Big Thief,,,466867,7217079,"seen live, indie rock, indie folk"
Velvet Ring - 2023 Remaster,Big Thief,,,432797,4483517,"seen live, indie rock, indie folk"
Paul,Big Thief,,,411848,4507335,"seen live, indie rock, indie folk"
Velvet Ring,Big Thief,,,371977,4247600,"seen live, indie rock, indie folk"
Shark Smile - Edit,Big Thief,,,323796,2328938,"seen live, indie rock, indie folk"
Paul - 2023 Remaster,Big Thief,,,268934,2087837,"seen live, indie rock, indie folk"
Change,Big Thief,,,263744,2373248,"seen live, indie rock, indie folk"
Certainty,Big Thief,,,257925,2285647,"seen live, indie rock, indie folk"
Mythological Beauty,Big Thief,,,236336,1918175,"seen live, indie rock, indie folk"
Bring Me to Life,Evanescence,,,2202393,20415876,"rock, Gothic Rock, female vocalists"
My Immortal,Evanescence,,,1326921,10909986,"rock, Gothic Rock, female vocalists"
Going Under,Evanescence,,,1272072,10548940,"rock, Gothic Rock, female vocalists"
Everybody's Fool,Evanescence,,,824452,6273186,"rock, Gothic Rock, female vocalists"
Call Me When You're Sober,Evanescence,,,814385,6013405,"rock, Gothic Rock, female vocalists"
Tourniquet,Evanescence,,,582245,4132001,"rock, Gothic Rock, female vocalists"
Haunted,Evanescence,,,574356,3768415,"rock, Gothic Rock, female vocalists"
Lithium,Evanescence,,,554343,4588917,"rock, Gothic Rock, female vocalists"
Hello,Evanescence,,,543682,3791211,"rock, Gothic Rock, female vocalists"
Imaginary,Evanescence,,,532940,4046507,"rock, Gothic Rock, female vocalists"
My Way,Frank Sinatra,,,1003178,5772731,"jazz, swing, oldies"
Somethin' Stupid,Frank Sinatra,,,824874,8044476,"jazz, swing, oldies"
Strangers in the Night,Frank Sinatra,,,783342,4167741,"jazz, swing, oldies"
That's Life,Frank Sinatra,,,676293,4048333,"jazz, swing, oldies"
Fly Me to the Moon (In Other Words),Frank Sinatra,,,626728,3322916,"jazz, swing, oldies"
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,,,614551,2288574,"jazz, swing, oldies"
Fly Me to the Moon,Frank Sinatra,,,611799,2593240,"jazz, swing, oldies"
The Way You Look Tonight,Frank Sinatra,,,495986,2040906,"jazz, swing, oldies"
I've Got You Under My Skin,Frank Sinatra,,,450521,1867695,"jazz, swing, oldies"
Jingle Bells,Frank Sinatra,,,448606,1326010,"jazz, swing, oldies"
FANCY,TWICE,,,671666,14945882,"k-pop, Kpop, Korean"
The Feels,TWICE,,,603813,13719638,"k-pop, Kpop, Korean"
I Can't Stop Me,TWICE,,,562615,13040847,"k-pop, Kpop, Korean"
Feel Special,TWICE,,,525387,10932171,"k-pop, Kpop, Korean"
What Is Love,TWICE,,,510960,8187758,"k-pop, Kpop, Korean"
Talk that Talk,TWICE,,,430792,10924193,"k-pop, Kpop, Korean"
TT,TWICE,,,418862,6846186,"k-pop, Kpop, Korean"
LIKEY,TWICE,,,415457,6899330,"k-pop, Kpop, Korean"
Alcohol-Free,TWICE,,,410367,8595339,"k-pop, Kpop, Korean"
cry for me,TWICE,,,407440,8090004,"k-pop, Kpop, Korean"
Can You Feel My Heart,Bring Me the Horizon,,,920610,11993094,"deathcore, metalcore, hardcore"
Throne,Bring Me the Horizon,,,645337,8936453,"deathcore, metalcore, hardcore"
Sleepwalking,Bring Me the Horizon,,,515282,7457851,"deathcore, metalcore, hardcore"
Kingslayer (feat. BABYMETAL),Bring Me the Horizon,,,450527,8327954,"deathcore, metalcore, hardcore"
Shadow Moses,Bring Me the Horizon,,,438273,6165529,"deathcore, metalcore, hardcore"
Drown,Bring Me the Horizon,,,431678,5624046,"deathcore, metalcore, hardcore"
Follow You,Bring Me the Horizon,,,396213,5311960,"deathcore, metalcore, hardcore"
Happy Song,Bring Me the Horizon,,,367848,4691827,"deathcore, metalcore, hardcore"
Chelsea Smile,Bring Me the Horizon,,,343012,4411730,"deathcore, metalcore, hardcore"
True Friends,Bring Me the Horizon,,,323677,3780593,"deathcore, metalcore, hardcore"
CARNIVAL,¥$,,,811826,9497345,"rap, Hip-Hop, hip hop"
BURN,¥$,,,518202,8389060,"rap, Hip-Hop, hip hop"
Field Trip,¥$,,,440151,5429575,"rap, Hip-Hop, hip hop"
FUK SUMN,¥$,,,389964,3203394,"rap, Hip-Hop, hip hop"
Vultures,¥$,,,385647,3455819,"rap, Hip-Hop, hip hop"
BACK TO ME,¥$,,,264281,1921789,"rap, Hip-Hop, hip hop"
STARS,¥$,,,261496,2154774,"rap, Hip-Hop, hip hop"
Slide,¥$,,,249041,1431331,"rap, Hip-Hop, hip hop"
PROMOTION,¥$,,,248430,1988412,"rap, Hip-Hop, hip hop"
Fried,¥$,,,222703,1390100,"rap, Hip-Hop, hip hop"
Lovefool,The Cardigans,,,1725077,14310823,"pop, rock, female vocalists"
My Favourite Game,The Cardigans,,,895772,6256324,"pop, rock, female vocalists"
Step On Me,The Cardigans,,,634269,8286870,"pop, rock, female vocalists"
Carnival,The Cardigans,,,324542,2104275,"pop, rock, female vocalists"
Erase/Rewind,The Cardigans,,,310882,1839156,"pop, rock, female vocalists"
Lovefool - Radio Edit,The Cardigans,,,241404,984325,"pop, rock, female vocalists"
Erase / Rewind,The Cardigans,,,209357,1140620,"pop, rock, female vocalists"
For What It's Worth,The Cardigans,,,193343,1094551,"pop, rock, female vocalists"
You're the Storm,The Cardigans,,,176341,937667,"pop, rock, female vocalists"
"I Need Some Fine Wine And You, You Need To Be Nicer",The Cardigans,,,170197,1022676,"pop, rock, female vocalists"
Hollaback Girl,Gwen Stefani,,,1537334,8050031,"pop, female vocalists, dance"
The Sweet Escape,Gwen Stefani,,,1486180,10031974,"pop, female vocalists, dance"
Rich Girl,Gwen Stefani,,,972696,5330792,"pop, female vocalists, dance"
What You Waiting For?,Gwen Stefani,,,777277,5679003,"pop, female vocalists, dance"
Cool,Gwen Stefani,,,735926,4195641,"pop, female vocalists, dance"
Luxurious,Gwen Stefani,,,613396,4063359,"pop, female vocalists, dance"
Bubble Pop Electric,Gwen Stefani,,,583984,3742771,"pop, female vocalists, dance"
Wind It Up,Gwen Stefani,,,409586,2048311,"pop, female vocalists, dance"
4 in the Morning,Gwen Stefani,,,393623,2224007,"pop, female vocalists, dance"
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,,,265062,809779,"pop, female vocalists, dance"
When the Sun Hits,Slowdive,,,1096501,17431659,"shoegaze, dream pop, ambient"
Alison,Slowdive,,,873740,11317753,"shoegaze, dream pop, ambient"
40 Days,Slowdive,,,614920,6742482,"shoegaze, dream pop, ambient"
Dagger,Slowdive,,,586678,6823822,"shoegaze, dream pop, ambient"
Here She Comes,Slowdive,,,525874,4187991,"shoegaze, dream pop, ambient"
Machine Gun,Slowdive,,,519858,4873458,"shoegaze, dream pop, ambient"
Souvlaki Space Station,Slowdive,,,505805,4503845,"shoegaze, dream pop, ambient"
Sugar For The Pill,Slowdive,,,467511,4172739,"shoegaze, dream pop, ambient"
Altogether,Slowdive,,,407567,3135931,"shoegaze, dream pop, ambient"
Sing,Slowdive,,,375412,2734012,"shoegaze, dream pop, ambient"
Out Thë Way,yeat,,,585635,9741340,"trap, rap, rage"
Monëy So Big,yeat,,,550789,8583297,"trap, rap, rage"
Flawlëss (feat. Lil Uzi Vert),yeat,,,428095,6836612,"trap, rap, rage"
Breathe,yeat,,,424893,5716576,"trap, rap, rage"
Talk,yeat,,,418926,7050216,"trap, rap, rage"
If We Being Rëal,yeat,,,406034,5632746,"trap, rap, rage"
Sorry Bout That,yeat,,,391104,5505374,"trap, rap, rage"
On tha linë,yeat,,,387870,5539784,"trap, rap, rage"
Gët Busy,yeat,,,375761,6172928,"trap, rap, rage"
Poppin,yeat,,,370183,6520502,"trap, rap, rage"
California Love - Original Version,2Pac,,,752890,5539973,"rap, Hip-Hop, Gangsta Rap"
Ambitionz az a Ridah,2Pac,,,732615,4943084,"rap, Hip-Hop, Gangsta Rap"
Keep Ya Head Up,2Pac,,,712200,3643514,"rap, Hip-Hop, Gangsta Rap"
Hit 'Em Up - Single Version,2Pac,,,708502,6334455,"rap, Hip-Hop, Gangsta Rap"
Dear Mama,2Pac,,,672740,3083571,"rap, Hip-Hop, Gangsta Rap"
Changes,2Pac,,,669802,4749215,"rap, Hip-Hop, Gangsta Rap"
Do for Love,2Pac,,,477007,3525844,"rap, Hip-Hop, Gangsta Rap"
Hail Mary,2Pac,,,475714,2039778,"rap, Hip-Hop, Gangsta Rap"
All Eyez on Me (ft. Big Syke),2Pac,,,458210,3036296,"rap, Hip-Hop, Gangsta Rap"
I Get Around,2Pac,,,445958,2441213,"rap, Hip-Hop, Gangsta Rap"
Back to Black,Amy Winehouse,,,2191290,19337756,"soul, jazz, female vocalists"
Rehab,Amy Winehouse,,,1788421,12056836,"soul, jazz, female vocalists"
You Know I'm No Good,Amy Winehouse,,,1609392,12736501,"soul, jazz, female vocalists"
Tears Dry on Their Own,Amy Winehouse,,,1396499,11874255,"soul, jazz, female vocalists"
Love Is a Losing Game,Amy Winehouse,,,1186662,8132201,"soul, jazz, female vocalists"
He Can Only Hold Her,Amy Winehouse,,,956341,5936091,"soul, jazz, female vocalists"
Wake Up Alone,Amy Winehouse,,,877854,5397296,"soul, jazz, female vocalists"
Just Friends,Amy Winehouse,,,818231,4580708,"soul, jazz, female vocalists"
Some Unholy War,Amy Winehouse,,,796029,4597890,"soul, jazz, female vocalists"
Me & Mr Jones,Amy Winehouse,,,796019,5043863,"soul, jazz, female vocalists"
Break Stuff,Limp Bizkit,,,1432541,15396444,"Nu Metal, rapcore, rock"
Behind Blue Eyes,Limp Bizkit,,,1165366,7731806,"Nu Metal, rapcore, rock"
Rollin' (Air Raid Vehicle),Limp Bizkit,,,1072550,8745429,"Nu Metal, rapcore, rock"
Take a Look Around,Limp Bizkit,,,955097,6952616,"Nu Metal, rapcore, rock"
My Way,Limp Bizkit,,,893889,6958991,"Nu Metal, rapcore, rock"
My Generation,Limp Bizkit,,,750539,5000992,"Nu Metal, rapcore, rock"
Nookie,Limp Bizkit,,,725836,5204391,"Nu Metal, rapcore, rock"
Hot Dog,Limp Bizkit,,,560730,3711249,"Nu Metal, rapcore, rock"
Faith,Limp Bizkit,,,500269,2848017,"Nu Metal, rapcore, rock"
Boiler,Limp Bizkit,,,393524,2280845,"Nu Metal, rapcore, rock"
Love Sosa,Chief Keef,,,883917,11327939,"Hip-Hop, rap, drill"
I Don't Like,Chief Keef,,,593788,5410391,"Hip-Hop, rap, drill"
Hate Bein' Sober,Chief Keef,,,493492,4831734,"Hip-Hop, rap, drill"
Faneto,Chief Keef,,,432265,5120346,"Hip-Hop, rap, drill"
Kills,Chief Keef,,,279910,3358213,"Hip-Hop, rap, drill"
Save That Shit,Chief Keef,,,264224,2676918,"Hip-Hop, rap, drill"
Uh Uh (Feat. Playboi Carti),Chief Keef,,,251257,2507352,"Hip-Hop, rap, drill"
Save Me,Chief Keef,,,215166,2797959,"Hip-Hop, rap, drill"
Laughin' To The Bank,Chief Keef,,,198385,1589121,"Hip-Hop, rap, drill"
Hallelujah,Chief Keef,,,188422,1453287,"Hip-Hop, rap, drill"
King for a Day,Pierce The Veil,,,756016,13916102,"post-hardcore, emocore, emo"
A Match Into Water,Pierce The Veil,,,587717,9070566,"post-hardcore, emocore, emo"
Bulls in the Bronx,Pierce The Veil,,,481715,7546049,"post-hardcore, emocore, emo"
Caraphernelia,Pierce The Veil,,,464743,7391611,"post-hardcore, emocore, emo"
Hell Above,Pierce The Veil,,,432504,6734812,"post-hardcore, emocore, emo"
Bulletproof Love,Pierce The Veil,,,381576,4931155,"post-hardcore, emocore, emo"
circles,Pierce The Veil,,,315011,3957961,"post-hardcore, emocore, emo"
Hold On Till May,Pierce The Veil,,,309791,4819207,"post-hardcore, emocore, emo"
Besitos,Pierce The Veil,,,294188,4241066,"post-hardcore, emocore, emo"
Pass The Nirvana,Pierce The Veil,,,290885,3791868,"post-hardcore, emocore, emo"
Stitches,Shawn Mendes,,,928587,7715674,"pop, Canadian, seen live"
Treat You Better,Shawn Mendes,,,899033,7386511,"pop, Canadian, seen live"
There's Nothing Holdin' Me Back,Shawn Mendes,,,880243,7859135,"pop, Canadian, seen live"
Señorita,Shawn Mendes,,,756533,8272311,"pop, Canadian, seen live"
Mercy,Shawn Mendes,,,597882,4729397,"pop, Canadian, seen live"
Wonder,Shawn Mendes,,,444631,4385884,"pop, Canadian, seen live"
if I can't have you,Shawn Mendes,,,437792,3983422,"pop, Canadian, seen live"
In My Blood,Shawn Mendes,,,424723,4125574,"pop, Canadian, seen live"
I Know What You Did Last Summer,Shawn Mendes,,,424668,2890341,"pop, Canadian, seen live"
Lost In Japan,Shawn Mendes,,,417891,4070633,"pop, Canadian, seen live"
Freak on a Leash,Korn,,,1552427,13652796,"Nu Metal, metal, alternative"
Falling Away From Me,Korn,,,1049379,8823377,"Nu Metal, metal, alternative"
Got the Life,Korn,,,993208,7900599,"Nu Metal, metal, alternative"
Coming Undone,Korn,,,919238,7468097,"Nu Metal, metal, alternative"
Blind,Korn,,,846200,6110027,"Nu Metal, metal, alternative"
Twisted Transistor,Korn,,,775694,6294965,"Nu Metal, metal, alternative"
Y'all Want A Single,Korn,,,668060,5882474,"Nu Metal, metal, alternative"
Word Up!,Korn,,,647315,5148758,"Nu Metal, metal, alternative"
Here to Stay,Korn,,,633813,4430130,"Nu Metal, metal, alternative"
Twist,Korn,,,608663,5091698,"Nu Metal, metal, alternative"
Drama,aespa,,,470697,14111561,"k-pop, Kpop, pop"
Savage,aespa,,,450708,10651019,"k-pop, Kpop, pop"
Next Level,aespa,,,442414,10452709,"k-pop, Kpop, pop"
Supernova,aespa,,,437852,14508637,"k-pop, Kpop, pop"
BLACK MAMBA,aespa,,,432119,9746505,"k-pop, Kpop, pop"
Armageddon,aespa,,,372162,9764989,"k-pop, Kpop, pop"
Spicy,aespa,,,368990,8716063,"k-pop, Kpop, pop"
Whiplash,aespa,,,355156,9455855,"k-pop, Kpop, pop"
Hold On Tight,aespa,,,352098,7190839,"k-pop, Kpop, pop"
Lucid Dream,aespa,,,347363,6888656,"k-pop, Kpop, pop"
Image,MAGDALENA BAY,,,407649,5041468,"synthpop, electropop, indie pop"
Killshot,MAGDALENA BAY,,,392996,4319296,"synthpop, electropop, indie pop"
Death & Romance,MAGDALENA BAY,,,295575,3092794,"synthpop, electropop, indie pop"
Killing Time,MAGDALENA BAY,,,269314,2295193,"synthpop, electropop, indie pop"
She Looked Like Me!,MAGDALENA BAY,,,244856,1838953,"synthpop, electropop, indie pop"
"Fear, Sex",MAGDALENA BAY,,,222294,1987338,"synthpop, electropop, indie pop"
True Blue Interlude,MAGDALENA BAY,,,212508,1375602,"synthpop, electropop, indie pop"
Love Is Everywhere,MAGDALENA BAY,,,210469,1543664,"synthpop, electropop, indie pop"
Vampire In The Corner,MAGDALENA BAY,,,209989,1917811,"synthpop, electropop, indie pop"
That's My Floor,MAGDALENA BAY,,,207654,1765950,"synthpop, electropop, indie pop"
Fourth of July,Sufjan Stevens,,,909176,12226364,"indie, folk, singer-songwriter"
To Be Alone With You,Sufjan Stevens,,,869093,6251077,"indie, folk, singer-songwriter"
Chicago,Sufjan Stevens,,,786636,6968573,"indie, folk, singer-songwriter"
Mystery Of Love,Sufjan Stevens,,,718013,9683002,"indie, folk, singer-songwriter"
Casimir Pulaski Day,Sufjan Stevens,,,630378,5717718,"indie, folk, singer-songwriter"
Should Have Known Better,Sufjan Stevens,,,604680,6019503,"indie, folk, singer-songwriter"
Futile Devices,Sufjan Stevens,,,570962,4592151,"indie, folk, singer-songwriter"
Death with Dignity,Sufjan Stevens,,,541386,5742935,"indie, folk, singer-songwriter"
"John Wayne Gacy, Jr.",Sufjan Stevens,,,517171,4046358,"indie, folk, singer-songwriter"
"Concerning the UFO Sighting Near Highland, Illinois",Sufjan Stevens,,,495068,3588314,"indie, folk, singer-songwriter"
Juicy,The Notorious B.I.G.,,,871080,4013358,"Hip-Hop, rap, Gangsta Rap"
Big Poppa - 2005 Remaster,The Notorious B.I.G.,,,869329,6355550,"Hip-Hop, rap, Gangsta Rap"
Hypnotize - 2014 Remaster,The Notorious B.I.G.,,,814518,5849235,"Hip-Hop, rap, Gangsta Rap"
Hypnotize,The Notorious B.I.G.,,,680717,2660820,"Hip-Hop, rap, Gangsta Rap"
Big Poppa,The Notorious B.I.G.,,,609218,2806841,"Hip-Hop, rap, Gangsta Rap"
Juicy - 2005 Remaster,The Notorious B.I.G.,,,509068,3327687,"Hip-Hop, rap, Gangsta Rap"
Party And Bullshit,The Notorious B.I.G.,,,434318,2462594,"Hip-Hop, rap, Gangsta Rap"
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,,,383231,2186145,"Hip-Hop, rap, Gangsta Rap"
Warning,The Notorious B.I.G.,,,376110,1293040,"Hip-Hop, rap, Gangsta Rap"
Gimme the Loot,The Notorious B.I.G.,,,345416,1383118,"Hip-Hop, rap, Gangsta Rap"
Love Me Not,Ravyn Lenae,,,356171,3787425,"rnb, soul, Neo-Soul"
Skin tight (feat. Steve Lacy),Ravyn Lenae,,,204324,1538059,"rnb, soul, Neo-Soul"
One Wish (feat. Childish Gambino),Ravyn Lenae,,,165537,859562,"rnb, soul, Neo-Soul"
Sticky,Ravyn Lenae,,,163672,1273054,"rnb, soul, Neo-Soul"
Free Room (feat. Appleby),Ravyn Lenae,,,141701,854877,"rnb, soul, Neo-Soul"
Love Me Not (feat. Rex Orange County),Ravyn Lenae,,,128678,572842,"rnb, soul, Neo-Soul"
Computer Luv (feat. Steve Lacy),Ravyn Lenae,,,120032,869623,"rnb, soul, Neo-Soul"
4 Leaf Clover (feat. Steve Lacy),Ravyn Lenae,,,117265,735861,"rnb, soul, Neo-Soul"
Genius,Ravyn Lenae,,,117784,686575,"rnb, soul, Neo-Soul"
Cameo,Ravyn Lenae,,,85994,407688,"rnb, soul, Neo-Soul"
Pick Up The Phone,Young Thug,,,644730,8654542,"trap, Hip-Hop, rap"
The London (feat. J. Cole & Travis Scott),Young Thug,,,502572,5484117,"trap, Hip-Hop, rap"
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,,,424459,4885903,"trap, Hip-Hop, rap"
Hot (feat. Gunna),Young Thug,,,379537,3242834,"trap, Hip-Hop, rap"
Digits,Young Thug,,,345030,3990301,"trap, Hip-Hop, rap"
Wyclef Jean,Young Thug,,,307626,3400918,"trap, Hip-Hop, rap"
Bad Bad Bad (feat. Lil Baby),Young Thug,,,303918,3277599,"trap, Hip-Hop, rap"
Bubbly (with Drake & Travis Scott),Young Thug,,,287480,3762577,"trap, Hip-Hop, rap"
Relationship (feat. Future),Young Thug,,,278560,2784802,"trap, Hip-Hop, rap"
Check,Young Thug,,,266706,3066209,"trap, Hip-Hop, rap"
Stick Season,Noah Kahan,,,748341,14804689,"indie, folk, singer-songwriter"
Dial Drunk (with Post Malone),Noah Kahan,,,338276,3805879,"indie, folk, singer-songwriter"
You’re Gonna Go Far,Noah Kahan,,,322307,5269465,"indie, folk, singer-songwriter"
Northern Attitude,Noah Kahan,,,319946,4659655,"indie, folk, singer-songwriter"
All My Love,Noah Kahan,,,290427,5074408,"indie, folk, singer-songwriter"
Northern Attitude (with Hozier),Noah Kahan,,,275707,2886042,"indie, folk, singer-songwriter"
Homesick,Noah Kahan,,,244674,4175669,"indie, folk, singer-songwriter"
Dial Drunk,Noah Kahan,,,239851,4090485,"indie, folk, singer-songwriter"
Orange Juice,Noah Kahan,,,235823,3980673,"indie, folk, singer-songwriter"
False Confidence,Noah Kahan,,,220996,2445817,"indie, folk, singer-songwriter"
Iris,The Goo Goo Dolls,,,1389782,10444178,"rock, alternative rock, alternative"
Slide,The Goo Goo Dolls,,,603268,3375640,"rock, alternative rock, alternative"
Black Balloon,The Goo Goo Dolls,,,391391,2082494,"rock, alternative rock, alternative"
Name,The Goo Goo Dolls,,,351772,1775989,"rock, alternative rock, alternative"
Here Is Gone,The Goo Goo Dolls,,,263102,1406271,"rock, alternative rock, alternative"
Broadway,The Goo Goo Dolls,,,244881,1069864,"rock, alternative rock, alternative"
Sympathy,The Goo Goo Dolls,,,191266,1006504,"rock, alternative rock, alternative"
Dizzy,The Goo Goo Dolls,,,181382,705248,"rock, alternative rock, alternative"
Better Days,The Goo Goo Dolls,,,176924,1126164,"rock, alternative rock, alternative"
All Eyes on Me,The Goo Goo Dolls,,,133671,453296,"rock, alternative rock, alternative"
Miss the Rage (feat. Playboi Carti),Trippie Redd,,,546591,7653487,"trap, Hip-Hop, rap"
Taking A Walk,Trippie Redd,,,505470,7517529,"trap, Hip-Hop, rap"
The Grinch,Trippie Redd,,,454280,6007891,"trap, Hip-Hop, rap"
Miss The Rage,Trippie Redd,,,415944,2749122,"trap, Hip-Hop, rap"
Dark Knight Dummo (feat. Travis Scott),Trippie Redd,,,388714,3604299,"trap, Hip-Hop, rap"
Love Scars,Trippie Redd,,,381991,4633886,"trap, Hip-Hop, rap"
Topanga,Trippie Redd,,,344888,3965698,"trap, Hip-Hop, rap"
1400 / 999 Freestyle,Trippie Redd,,,315151,4531404,"trap, Hip-Hop, rap"
Excitement,Trippie Redd,,,281420,2396147,"trap, Hip-Hop, rap"
Leray,Trippie Redd,,,269096,3305862,"trap, Hip-Hop, rap"
Forever,Chris Brown,,,880684,5156530,"rnb, Hip-Hop, Chris Brown"
With You,Chris Brown,,,813558,4118296,"rnb, Hip-Hop, Chris Brown"
Under The Influence,Chris Brown,,,612087,7083127,"rnb, Hip-Hop, Chris Brown"
Say Goodbye,Chris Brown,,,493196,1880369,"rnb, Hip-Hop, Chris Brown"
no GuiDance (feAt. DRake),Chris Brown,,,466754,4476866,"rnb, Hip-Hop, Chris Brown"
Yeah 3X,Chris Brown,,,404935,2328009,"rnb, Hip-Hop, Chris Brown"
Gimme That,Chris Brown,,,372734,1304922,"rnb, Hip-Hop, Chris Brown"
Turn Up the Music,Chris Brown,,,339612,1892293,"rnb, Hip-Hop, Chris Brown"
Go Crazy,Chris Brown,,,326844,3347384,"rnb, Hip-Hop, Chris Brown"
Don't Wake Me Up,Chris Brown,,,313467,1713419,"rnb, Hip-Hop, Chris Brown"
In Da Club,50 Cent,,,1895423,10585407,"rap, Hip-Hop, Gangsta Rap"
Candy Shop,50 Cent,,,1265021,5596446,"rap, Hip-Hop, Gangsta Rap"
P.I.M.P.,50 Cent,,,971974,5081570,"rap, Hip-Hop, Gangsta Rap"
21 Questions,50 Cent,,,782651,4922063,"rap, Hip-Hop, Gangsta Rap"
Many Men (Wish Death),50 Cent,,,699201,5856957,"rap, Hip-Hop, Gangsta Rap"
Just A Lil Bit,50 Cent,,,680367,3245742,"rap, Hip-Hop, Gangsta Rap"
If I Can't,50 Cent,,,525875,2391629,"rap, Hip-Hop, Gangsta Rap"
Disco Inferno,50 Cent,,,517118,2007622,"rap, Hip-Hop, Gangsta Rap"
Ayo Technology,50 Cent,,,353688,1917262,"rap, Hip-Hop, Gangsta Rap"
Window Shopper,50 Cent,,,311304,1952693,"rap, Hip-Hop, Gangsta Rap"
Like a Rolling Stone,Bob Dylan,,,1356576,9387337,"folk, singer-songwriter, classic rock"
Knockin' on Heaven's Door,Bob Dylan,,,1117914,7421659,"folk, singer-songwriter, classic rock"
Blowin' in the Wind,Bob Dylan,,,964348,5732472,"folk, singer-songwriter, classic rock"
The Times They Are a-Changin',Bob Dylan,,,956179,5842769,"folk, singer-songwriter, classic rock"
Mr. Tambourine Man,Bob Dylan,,,731094,4203746,"folk, singer-songwriter, classic rock"
"Don't Think Twice, It's All Right",Bob Dylan,,,727968,5318829,"folk, singer-songwriter, classic rock"
Hurricane,Bob Dylan,,,724668,4123564,"folk, singer-songwriter, classic rock"
Tangled Up in Blue,Bob Dylan,,,661260,3910089,"folk, singer-songwriter, classic rock"
Subterranean Homesick Blues,Bob Dylan,,,641536,3877299,"folk, singer-songwriter, classic rock"
Girl From the North Country,Bob Dylan,,,582565,3800742,"folk, singer-songwriter, classic rock"
Highway to Hell,AC/DC,,,1893923,14750748,"hard rock, classic rock, rock"
Back in Black,AC/DC,,,1887381,14225730,"hard rock, classic rock, rock"
Thunderstruck,AC/DC,,,1467129,11408994,"hard rock, classic rock, rock"
You Shook Me All Night Long,AC/DC,,,1419486,10972259,"hard rock, classic rock, rock"
T.N.T.,AC/DC,,,999619,6434659,"hard rock, classic rock, rock"
Hells Bells,AC/DC,,,922643,6344260,"hard rock, classic rock, rock"
Shoot to Thrill,AC/DC,,,813071,5354775,"hard rock, classic rock, rock"
Dirty Deeds Done Dirt Cheap,AC/DC,,,696205,4237835,"hard rock, classic rock, rock"
Have a Drink on Me,AC/DC,,,480796,2240966,"hard rock, classic rock, rock"
Let There Be Rock,AC/DC,,,413533,2199871,"hard rock, classic rock, rock"
Hayloft,Mother Mother,,,794962,8505473,"Canadian, indie, indie pop"
Verbatim,Mother Mother,,,615317,6305489,"Canadian, indie, indie pop"
Burning Pile,Mother Mother,,,612858,5879879,"Canadian, indie, indie pop"
Arms Tonite,Mother Mother,,,521152,5117979,"Canadian, indie, indie pop"
Oh Ana,Mother Mother,,,466103,4416825,"Canadian, indie, indie pop"
Hayloft II,Mother Mother,,,425060,4711634,"Canadian, indie, indie pop"
Body,Mother Mother,,,369618,3445894,"Canadian, indie, indie pop"
Ghosting,Mother Mother,,,362728,3469110,"Canadian, indie, indie pop"
Wrecking Ball,Mother Mother,,,313301,2932287,"Canadian, indie, indie pop"
Problems,Mother Mother,,,275734,2435218,"Canadian, indie, indie pop"
edamame (feat. Rich Brian),bbno$,,,325693,4173850,"rap, Hip-Hop, hip hop"
Edamame,bbno$,,,272939,1965503,"rap, Hip-Hop, hip hop"
help herself,bbno$,,,249327,2939898,"rap, Hip-Hop, hip hop"
IT BOY,bbno$,,,225104,2189517,"rap, Hip-Hop, hip hop"
two,bbno$,,,195742,1989768,"rap, Hip-Hop, hip hop"
shining on my ex,bbno$,,,134048,1100235,"rap, Hip-Hop, hip hop"
check,bbno$,,,131854,1230907,"rap, Hip-Hop, hip hop"
nursery,bbno$,,,121392,1004177,"rap, Hip-Hop, hip hop"
lil' freak,bbno$,,,105588,866547,"rap, Hip-Hop, hip hop"
